station,week,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,y
5,45,1835,3,5,1,3,3,5,10,5,6,8,17,15,12,8,9,19,6,8,9,4,4,0,8,4,2,3,2,1,0,1,0,0,0,129.8
5,46,1893,3,4,6,5,3,1,11,6,8,2,13,3,7,6,5,4,4,6,3,3,5,2,3,3,7,0,0,0,0,0,0,0,0,82.0
5,47,1927,3,5,2,1,5,5,3,4,2,1,2,4,7,2,2,5,5,1,0,3,4,3,4,3,6,7,0,0,0,0,0,0,0,99.4
5,48,1935,0,1,0,4,2,4,4,12,5,4,11,2,16,4,3,4,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,18.2
5,49,1951,4,3,0,5,6,3,4,2,6,2,3,0,5,3,1,9,0,0,0,0,1,2,0,3,1,2,0,0,0,0,0,0,0,77.2
5,50,1948,0,3,4,1,7,3,0,5,7,4,2,3,3,1,5,0,1,1,1,5,1,4,4,0,1,1,1,0,0,0,0,0,0,73.0
5,51,1979,0,1,3,0,0,0,3,3,2,3,0,5,2,4,0,1,0,0,2,2,0,0,1,2,0,0,1,2,0,0,0,0,0,25.4
6,13,1983,3,2,1,1,2,2,0,5,4,0,6,0,0,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.6
6,15,2010,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6
6,16,1984,3,0,1,1,1,2,7,4,0,2,2,5,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8
6,17,1999,0,0,0,2,1,0,3,2,4,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
6,18,2013,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4
6,19,1999,0,0,2,3,1,1,1,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
6,20,2004,1,0,1,3,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8
6,21,1981,0,0,0,0,0,2,1,7,2,5,9,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6
6,22,1959,0,0,0,2,7,0,6,5,5,3,5,5,5,3,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.8
6,23,2014,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
6,24,2005,1,3,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
6,26,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
6,28,1964,6,2,6,4,6,3,3,5,5,5,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8
6,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,31,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
6,32,2009,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.4
6,33,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,48.6
6,35,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
6,36,2012,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.4
6,37,2011,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,36.2
6,38,2000,0,0,0,0,0,1,1,1,1,0,2,1,0,0,0,0,3,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,39.8
6,39,2009,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
6,41,1988,0,0,0,0,1,0,3,0,0,1,0,3,2,1,4,2,0,0,1,2,0,1,2,0,3,1,1,0,0,0,0,0,0,53.2
6,44,2011,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6
6,45,1968,0,1,0,0,0,0,4,2,2,4,4,2,1,2,3,5,3,3,4,1,2,0,1,3,0,0,1,0,0,0,0,0,0,129.8
6,46,1984,0,0,0,0,2,0,1,0,0,4,0,2,3,3,0,1,2,4,0,1,0,2,4,3,0,0,0,0,0,0,0,0,0,82.0
6,47,2001,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,32.2
6,48,1994,0,0,0,0,1,1,2,1,1,5,3,0,0,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4
6,49,1997,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,2,0,1,0,0,1,0,1,4,1,1,0,1,0,0,0,0,0,63.0
6,50,1970,0,0,0,1,0,0,2,1,2,1,2,0,0,2,6,3,1,2,4,1,2,0,4,3,0,1,1,2,3,2,0,0,0,130.8
6,51,2001,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,0,2,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,56.4
7,13,1960,4,4,2,4,3,9,3,5,4,5,2,1,1,1,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6
7,15,1982,2,1,3,3,1,4,4,3,2,3,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4
7,16,1966,1,2,2,0,6,0,10,2,4,7,1,2,5,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,102.6
7,17,1991,0,0,2,0,3,1,6,0,3,0,0,1,0,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8
7,18,1996,1,2,1,0,1,0,0,2,4,1,1,1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,49.8
7,19,1976,7,1,4,2,7,5,0,4,3,2,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
7,20,1977,5,2,3,5,6,6,4,1,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5
7,21,1928,3,3,6,6,2,4,3,11,12,10,8,10,2,2,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92.8
7,22,1952,5,4,1,3,4,5,2,3,4,7,2,6,1,4,2,1,3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72.8
7,23,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
7,24,1974,0,4,4,6,3,7,4,4,0,1,0,2,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5
7,26,2010,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.7
7,28,1910,12,11,7,10,16,6,11,9,3,5,3,6,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0
7,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,31,2011,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8.2
7,32,1961,0,0,1,2,0,2,0,1,3,9,5,5,5,10,3,2,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,70.4
7,33,1995,0,0,0,0,1,0,0,0,2,0,2,0,1,2,2,6,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,47.6
7,35,2004,0,0,0,0,0,0,0,0,0,2,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
7,36,1992,1,2,0,0,0,0,0,0,0,3,2,1,0,2,4,2,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,84.2
7,37,1993,1,0,0,0,0,0,0,0,1,1,0,2,0,1,3,2,2,0,0,2,0,2,1,0,3,0,1,0,1,0,0,0,0,30.6
7,38,1967,0,1,1,2,0,2,1,0,2,3,7,5,4,4,3,3,1,2,1,2,0,2,0,1,0,0,2,0,0,0,0,0,0,40.8
7,39,2006,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8
7,41,1977,0,0,0,0,3,0,0,0,1,5,3,3,3,3,2,2,0,2,0,2,0,0,2,3,0,1,3,0,0,0,0,1,0,65.6
7,44,1981,0,0,0,0,0,0,0,2,1,1,1,1,5,2,10,2,3,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,57.6
7,45,1916,0,0,0,2,2,0,4,2,3,5,3,8,12,6,5,8,5,6,5,2,1,3,1,3,1,6,4,1,0,1,0,0,1,197.2
7,46,1924,2,0,0,1,2,1,2,0,0,5,9,4,4,4,7,12,10,5,5,4,3,3,0,1,0,2,6,0,0,0,0,0,0,178.0
7,47,1976,1,0,0,2,2,1,3,1,3,4,4,2,1,3,3,1,1,2,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,34.2
7,48,1954,0,3,2,1,1,2,1,3,5,13,4,5,3,8,2,5,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11.4
7,49,1974,0,0,0,0,1,3,0,5,1,0,2,1,1,5,3,8,3,1,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,80.4
7,50,1872,0,0,4,1,0,1,1,4,8,9,8,12,16,13,11,10,4,6,7,5,3,3,4,3,2,2,1,1,2,1,2,0,0,243.8
7,51,1999,0,0,2,2,0,2,0,1,0,0,0,0,0,3,1,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,33.6
8,13,1986,0,0,0,4,3,9,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
8,15,1950,0,0,0,0,2,14,18,9,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,5,0,0,0,0,62.8
8,16,1898,0,0,0,1,9,7,20,19,0,10,19,0,0,0,0,0,0,0,0,0,0,4,3,4,9,6,0,0,5,2,0,0,0,176.4
8,17,1969,0,0,0,0,2,4,5,10,0,13,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,22.4
8,18,1955,0,0,0,4,3,15,13,11,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,69.8
8,19,1956,0,0,0,1,11,6,15,15,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,68.0
8,20,1960,0,0,0,5,2,8,8,16,0,9,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
8,21,1866,0,0,0,4,6,21,29,40,0,14,14,0,0,0,0,0,0,0,0,0,0,2,2,0,4,7,0,0,5,2,0,0,0,111.5
8,22,1911,0,0,0,3,5,8,15,27,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,3,0,0,0,0,51.5
8,23,2000,0,0,0,0,0,1,6,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,60.6
8,24,1933,0,0,0,0,10,6,25,24,0,8,6,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,98.2
8,26,1990,0,0,0,0,10,2,8,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.8
8,28,1886,0,0,0,8,10,14,27,25,0,23,15,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,1,0,0,0,0,54.6
8,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,31,2010,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4
8,32,1882,0,0,0,5,13,20,25,26,0,11,13,0,0,0,0,0,0,0,0,0,0,4,4,3,3,2,0,0,5,0,0,0,0,43.0
8,33,1877,0,0,0,4,11,18,21,29,0,19,14,0,0,0,0,0,0,0,0,0,0,5,6,3,6,1,0,0,2,0,0,0,0,35.0
8,35,2005,0,0,0,0,1,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
8,36,1887,0,0,0,4,8,12,23,18,0,12,17,0,0,0,0,0,0,0,0,0,0,4,5,6,12,4,0,0,4,0,0,0,0,138.4
8,37,1910,0,0,0,3,10,16,16,21,0,19,11,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2,0,0,0,0,0,0,0,50.0
8,38,1869,0,0,0,9,14,24,16,38,0,15,17,0,0,0,0,0,0,0,0,0,0,1,3,2,5,0,0,0,1,2,0,0,0,45.2
8,39,1926,0,0,0,6,9,8,11,17,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,40.2
8,41,1816,0,0,0,3,16,16,41,46,0,34,25,0,0,0,0,0,0,0,0,0,0,2,3,1,9,2,0,0,2,0,0,0,0,50.4
8,44,1857,0,0,0,5,14,20,35,33,0,24,22,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,91.6
8,45,1824,0,0,0,6,15,29,48,48,0,19,17,0,0,0,0,0,0,0,0,0,0,6,1,0,1,2,0,0,0,0,0,0,0,58.8
8,46,1899,0,0,0,5,3,24,13,20,0,10,19,0,0,0,0,0,0,0,0,0,0,4,6,2,6,2,0,0,3,0,0,0,0,57.4
8,47,1910,0,0,0,5,7,21,23,15,0,14,8,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,4,0,0,0,0,64.6
8,48,1894,0,0,0,10,11,24,22,19,0,17,16,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,17.8
8,49,1942,0,0,0,2,14,10,14,7,0,13,9,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,8.0
8,50,1896,0,0,0,3,7,21,14,32,0,13,13,0,0,0,0,0,0,0,0,0,0,0,2,3,6,2,0,0,2,2,0,0,0,93.8
8,51,1983,0,0,0,0,3,3,4,9,0,6,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,0,0,25.2
9,13,1943,0,3,1,8,5,4,2,2,8,4,11,3,6,2,2,0,0,0,1,3,1,3,2,1,1,0,0,0,0,0,0,0,0,45.0
9,15,1953,1,2,2,1,0,4,6,0,2,4,4,1,2,3,2,3,2,4,0,1,1,4,1,4,0,2,3,3,1,0,0,0,0,68.2
9,16,1909,4,0,4,2,7,7,8,6,4,5,7,7,6,6,2,7,3,2,3,2,0,0,3,1,2,6,2,0,1,0,0,0,0,96.8
9,17,1953,2,2,1,8,2,1,2,4,2,5,4,6,3,5,4,1,6,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30.0
9,18,1986,2,2,2,2,0,3,0,1,0,0,1,0,1,2,0,2,0,2,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,34.2
9,19,1936,1,3,0,2,1,2,6,5,3,3,6,11,6,5,4,3,2,2,3,2,2,1,1,2,1,3,0,0,0,0,0,0,0,63.8
9,20,1955,3,2,4,0,3,2,3,8,0,3,4,4,7,2,4,1,2,2,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,12.8
9,21,1906,6,2,0,3,2,4,6,8,2,5,7,8,8,6,5,7,6,7,2,2,2,1,1,2,2,3,1,2,0,0,0,0,0,89.4
9,22,1884,0,2,3,6,6,5,3,3,16,12,1,9,2,9,8,7,9,7,8,1,0,0,3,3,6,3,0,0,0,0,0,0,0,71.6
9,23,2003,0,0,0,0,4,0,1,0,3,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
9,24,1932,2,3,3,7,2,3,10,2,9,3,7,4,7,11,2,1,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,34.2
9,26,1993,0,0,0,0,0,2,0,0,3,2,1,7,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.8
9,28,1850,3,4,4,8,12,13,5,12,8,12,6,9,10,4,12,6,5,4,5,3,4,3,5,1,2,2,4,0,0,0,0,0,0,119.0
9,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,31,2002,2,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,19.4
9,32,1963,1,1,2,3,3,1,1,2,6,3,2,0,3,2,1,6,4,4,0,0,1,2,2,0,0,0,0,1,2,0,0,0,0,43.0
9,33,1973,0,0,1,0,1,0,1,1,3,4,3,2,2,6,4,2,3,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,35.0
9,35,2004,0,0,0,2,1,0,0,1,0,0,1,0,0,0,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6.2
9,36,2010,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2
9,37,1966,0,0,0,1,1,0,0,5,3,4,1,1,1,2,5,1,6,2,1,1,2,1,4,2,0,2,0,0,1,3,0,0,0,48.0
9,38,1895,3,0,3,0,0,2,0,1,2,7,5,13,16,6,15,10,6,5,1,6,4,2,2,1,3,3,0,4,1,0,0,0,0,82.0
9,39,1962,0,2,0,0,1,0,0,4,4,2,2,1,4,1,1,3,0,7,6,4,0,1,0,2,4,0,1,2,0,2,0,0,0,40.2
9,41,1926,0,0,0,2,0,0,0,1,4,5,0,9,1,11,12,6,4,3,8,2,4,3,5,1,4,1,2,1,0,1,0,0,0,50.4
9,44,1930,0,0,0,0,2,0,5,0,1,5,4,3,4,7,7,7,14,8,1,3,1,2,0,2,1,1,0,1,6,1,0,0,0,91.6
9,45,1907,1,2,1,0,2,3,1,1,7,2,7,7,9,10,8,6,6,4,6,4,5,0,8,0,3,1,1,2,2,0,0,0,0,91.4
9,46,1919,0,1,0,3,2,3,0,0,2,1,1,8,6,4,14,5,5,3,13,1,0,4,2,0,4,2,5,6,2,0,0,0,0,74.2
9,47,1955,0,2,2,0,2,1,1,7,0,2,3,3,9,4,2,8,5,0,2,0,2,3,0,0,2,0,0,1,0,0,0,0,0,74.6
9,48,1969,0,0,0,1,0,3,0,3,2,1,2,4,1,4,6,7,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
9,49,2004,0,0,1,0,0,0,0,0,0,0,2,2,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
9,50,1964,1,0,1,0,0,1,1,1,2,0,2,4,9,5,0,4,1,2,3,2,2,1,2,0,1,2,3,2,0,0,0,0,0,57.3
9,51,2000,2,0,0,0,0,0,0,1,0,3,1,0,2,0,2,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,24.8
10,13,2001,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4
10,15,1980,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.0
10,16,1991,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.4
10,17,1983,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6
10,18,1998,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2
10,19,1979,0,0,0,0,0,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2
10,20,2006,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4
10,21,1982,0,0,0,0,0,0,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.4
10,22,1995,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4
10,23,2004,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4
10,24,1978,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2
10,26,2004,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8
10,28,1985,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
10,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
10,31,2006,0,2,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.0
10,32,1988,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0
10,33,1984,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
10,35,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
10,36,1991,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8
10,37,1972,0,0,0,0,0,0,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
10,38,1986,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2
10,39,1983,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4
10,41,1979,0,0,0,0,0,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0
10,44,1976,0,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4
10,45,1975,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6
10,46,1988,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6
10,47,1975,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4
10,48,1994,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6
10,49,1998,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
10,50,1975,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.8
10,51,2004,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8
11,13,1954,0,0,0,1,5,1,6,4,8,2,9,8,4,3,1,1,2,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,25.4
11,15,1951,0,0,0,0,1,2,0,5,4,2,3,5,6,4,7,3,4,3,2,4,1,2,0,5,1,0,1,0,0,0,0,0,0,41.0
11,16,1906,0,0,1,0,1,3,1,0,3,7,11,7,6,16,6,10,4,7,1,0,6,2,4,4,2,4,0,4,0,0,0,0,0,117.8
11,17,1971,0,0,0,0,0,3,0,4,4,4,5,1,4,5,0,3,3,0,0,0,2,3,1,1,1,0,0,1,0,0,0,0,0,50.4
11,18,1977,0,0,0,0,1,0,1,3,0,1,3,4,3,3,5,4,1,1,0,1,2,0,4,2,0,0,0,0,0,0,0,0,0,39.8
11,19,1960,0,0,0,0,0,1,1,1,3,0,3,3,1,10,6,10,6,6,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,70.2
11,20,1967,0,0,0,0,1,2,3,7,2,3,6,4,8,3,2,1,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,18.4
11,21,1897,0,0,2,0,4,3,7,4,4,9,3,15,11,10,7,7,3,2,2,1,1,2,4,5,1,5,6,1,0,0,0,0,0,108.8
11,22,1882,0,0,3,1,2,1,9,3,2,1,4,8,15,9,23,13,8,6,4,0,0,2,2,4,8,0,4,2,0,0,0,0,0,117.8
11,23,2003,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
11,24,1901,0,0,0,4,1,4,2,6,8,4,8,7,5,12,8,8,6,1,2,0,5,6,5,1,1,2,3,1,3,0,2,0,0,101.8
11,26,1969,0,0,2,0,0,1,2,2,2,2,2,7,7,1,5,4,3,0,0,1,1,0,0,3,0,2,0,0,0,0,0,0,0,24.6
11,28,1877,2,0,1,6,7,5,2,6,7,13,3,7,9,9,13,12,3,10,3,1,2,3,5,3,6,1,0,0,0,0,0,0,0,158.8
11,29,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,31,2007,0,0,0,2,0,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8
11,32,1964,0,0,1,1,0,0,2,1,1,0,2,2,3,0,5,1,2,1,2,5,3,4,5,1,3,2,2,2,1,0,0,0,0,72.8
11,33,1958,2,0,0,2,2,0,1,5,3,1,3,4,5,4,9,3,2,0,2,1,2,1,1,1,0,0,2,0,2,0,0,0,0,32.6
11,35,2005,0,0,1,0,0,1,2,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
